Service, Operation, UsageType, Resource, StartTime, EndTime, UsageValue
AmazonEC2,CreateVolume,USW1-EBS:VolumeUsage,,09/15/13 18:00:00,09/15/13 19:00:00,90194313216
AmazonEC2,EBS:IO-Write,USW1-EBS:VolumeIOUsage,,09/15/13 18:00:00,09/15/13 19:00:00,43
AmazonEC2,EBS:IO-Read,USW1-EBS:VolumeIOUsage,,09/15/13 18:00:00,09/15/13 19:00:00,0
AmazonEC2,RunInstances,USW1-BoxUsage:t1.micro,,09/15/13 18:00:00,09/15/13 19:00:00,3
AmazonEC2,RunInstances,USW1-DataTransfer-Out-Bytes,,09/15/13 19:00:00,09/15/13 20:00:00,6242
AmazonEC2,RunInstances,USW1-DataTransfer-In-Bytes,,09/15/13 19:00:00,09/15/13 20:00:00,6404
AmazonEC2,CreateVolume,USW1-EBS:VolumeUsage,,09/15/13 19:00:00,09/15/13 20:00:00,90194313216
AmazonEC2,EBS:IO-Write,USW1-EBS:VolumeIOUsage,,09/15/13 19:00:00,09/15/13 20:00:00,43
AmazonEC2,EBS:IO-Read,USW1-EBS:VolumeIOUsage,,09/15/13 19:00:00,09/15/13 20:00:00,0
AmazonEC2,RunInstances,USW1-BoxUsage:t1.micro,,09/15/13 19:00:00,09/15/13 20:00:00,3
AmazonEC2,RunInstances,USW1-DataTransfer-Out-Bytes,,09/15/13 20:00:00,09/15/13 21:00:00,1407
AmazonEC2,RunInstances,USW1-DataTransfer-In-Bytes,,09/15/13 20:00:00,09/15/13 21:00:00,3004
AmazonEC2,CreateVolume,USW1-EBS:VolumeUsage,,09/15/13 20:00:00,09/15/13 21:00:00,90194313216
AmazonEC2,EBS:IO-Write,USW1-EBS:VolumeIOUsage,,09/15/13 20:00:00,09/15/13 21:00:00,58
AmazonEC2,EBS:IO-Read,USW1-EBS:VolumeIOUsage,,09/15/13 20:00:00,09/15/13 21:00:00,0
AmazonEC2,RunInstances,USW1-BoxUsage:t1.micro,,09/15/13 20:00:00,09/15/13 21:00:00,3
AmazonEC2,RunInstances,USW1-DataTransfer-Out-Bytes,,09/15/13 21:00:00,09/15/13 22:00:00,1655
AmazonEC2,RunInstances,USW1-DataTransfer-In-Bytes,,09/15/13 21:00:00,09/15/13 22:00:00,3316
AmazonEC2,CreateVolume,USW1-EBS:VolumeUsage,,09/15/13 21:00:00,09/15/13 22:00:00,90194313216
AmazonEC2,EBS:IO-Write,USW1-EBS:VolumeIOUsage,,09/15/13 21:00:00,09/15/13 22:00:00,60
AmazonEC2,EBS:IO-Read,USW1-EBS:VolumeIOUsage,,09/15/13 21:00:00,09/15/13 22:00:00,0
AmazonEC2,RunInstances,USW1-BoxUsage:t1.micro,,09/15/13 21:00:00,09/15/13 22:00:00,3
AmazonEC2,RunInstances,USW1-DataTransfer-Out-Bytes,,09/15/13 22:00:00,09/15/13 23:00:00,1000
AmazonEC2,RunInstances,USW1-DataTransfer-In-Bytes,,09/15/13 22:00:00,09/15/13 23:00:00,2732
AmazonEC2,CreateVolume,USW1-EBS:VolumeUsage,,09/15/13 22:00:00,09/15/13 23:00:00,90194313216
AmazonEC2,EBS:IO-Write,USW1-EBS:VolumeIOUsage,,09/15/13 22:00:00,09/15/13 23:00:00,35
AmazonEC2,EBS:IO-Read,USW1-EBS:VolumeIOUsage,,09/15/13 22:00:00,09/15/13 23:00:00,0
AmazonEC2,RunInstances,USW1-BoxUsage:t1.micro,,09/15/13 22:00:00,09/15/13 23:00:00,3
AmazonEC2,RunInstances,USW1-DataTransfer-Out-Bytes,,09/15/13 23:00:00,09/16/13 00:00:00,4138
AmazonEC2,RunInstances,USW1-DataTransfer-In-Bytes,,09/15/13 23:00:00,09/16/13 00:00:00,6367
AmazonEC2,CreateVolume,USW1-EBS:VolumeUsage,,09/15/13 23:00:00,09/16/13 00:00:00,90194313216
AmazonEC2,EBS:IO-Write,USW1-EBS:VolumeIOUsage,,09/15/13 23:00:00,09/16/13 00:00:00,58
AmazonEC2,EBS:IO-Read,USW1-EBS:VolumeIOUsage,,09/15/13 23:00:00,09/16/13 00:00:00,0
AmazonEC2,RunInstances,USW1-BoxUsage:t1.micro,,09/15/13 23:00:00,09/16/13 00:00:00,3
AmazonEC2,RunInstances,USW1-DataTransfer-Out-Bytes,,09/16/13 00:00:00,09/16/13 01:00:00,912
AmazonEC2,RunInstances,USW1-DataTransfer-In-Bytes,,09/16/13 00:00:00,09/16/13 01:00:00,2753
AmazonEC2,CreateVolume,USW1-EBS:VolumeUsage,,09/16/13 00:00:00,09/16/13 01:00:00,90194313216
AmazonEC2,PublicIP-In,USW1-DataTransfer-Regional-Bytes,,09/16/13 00:00:00,09/16/13 01:00:00,192
AmazonEC2,EBS:IO-Write,USW1-EBS:VolumeIOUsage,,09/16/13 00:00:00,09/16/13 01:00:00,35
AmazonEC2,EBS:IO-Read,USW1-EBS:VolumeIOUsage,,09/16/13 00:00:00,09/16/13 01:00:00,0
AmazonEC2,RunInstances,USW1-BoxUsage:t1.micro,,09/16/13 00:00:00,09/16/13 01:00:00,3
AmazonEC2,RunInstances,USW1-DataTransfer-Out-Bytes,,09/16/13 01:00:00,09/16/13 02:00:00,6120
AmazonEC2,RunInstances,USW1-DataTransfer-In-Bytes,,09/16/13 01:00:00,09/16/13 02:00:00,6719
AmazonEC2,CreateVolume,USW1-EBS:VolumeUsage,,09/16/13 01:00:00,09/16/13 02:00:00,90194313216
AmazonEC2,PublicIP-In,USW1-DataTransfer-Regional-Bytes,,09/16/13 01:00:00,09/16/13 02:00:00,192
AmazonEC2,EBS:IO-Write,USW1-EBS:VolumeIOUsage,,09/16/13 01:00:00,09/16/13 02:00:00,59
AmazonEC2,EBS:IO-Read,USW1-EBS:VolumeIOUsage,,09/16/13 01:00:00,09/16/13 02:00:00,0
AmazonEC2,RunInstances,USW1-BoxUsage:t1.micro,,09/16/13 01:00:00,09/16/13 02:00:00,3
AmazonEC2,RunInstances,USW1-DataTransfer-Out-Bytes,,09/16/13 02:00:00,09/16/13 03:00:00,1140
AmazonEC2,RunInstances,USW1-DataTransfer-In-Bytes,,09/16/13 02:00:00,09/16/13 03:00:00,2068
AmazonEC2,CreateVolume,USW1-EBS:VolumeUsage,,09/16/13 02:00:00,09/16/13 03:00:00,90194313216
AmazonEC2,EBS:IO-Write,USW1-EBS:VolumeIOUsage,,09/16/13 02:00:00,09/16/13 03:00:00,45
AmazonEC2,EBS:IO-Read,USW1-EBS:VolumeIOUsage,,09/16/13 02:00:00,09/16/13 03:00:00,0
AmazonEC2,RunInstances,USW1-BoxUsage:t1.micro,,09/16/13 02:00:00,09/16/13 03:00:00,3
AmazonEC2,RunInstances,USW1-DataTransfer-Out-Bytes,,09/16/13 03:00:00,09/16/13 04:00:00,912
AmazonEC2,RunInstances,USW1-DataTransfer-In-Bytes,,09/16/13 03:00:00,09/16/13 04:00:00,2358
AmazonEC2,CreateVolume,USW1-EBS:VolumeUsage,,09/16/13 03:00:00,09/16/13 04:00:00,90194313216
AmazonEC2,EBS:IO-Write,USW1-EBS:VolumeIOUsage,,09/16/13 03:00:00,09/16/13 04:00:00,147
AmazonEC2,EBS:IO-Read,USW1-EBS:VolumeIOUsage,,09/16/13 03:00:00,09/16/13 04:00:00,0
AmazonEC2,RunInstances,USW1-BoxUsage:t1.micro,,09/16/13 03:00:00,09/16/13 04:00:00,3
AmazonEC2,RunInstances,USW1-DataTransfer-Out-Bytes,,09/16/13 04:00:00,09/16/13 05:00:00,5006
AmazonEC2,RunInstances,USW1-DataTransfer-In-Bytes,,09/16/13 04:00:00,09/16/13 05:00:00,5274
AmazonEC2,CreateVolume,USW1-EBS:VolumeUsage,,09/16/13 04:00:00,09/16/13 05:00:00,90194313216
AmazonEC2,EBS:IO-Write,USW1-EBS:VolumeIOUsage,,09/16/13 04:00:00,09/16/13 05:00:00,44
AmazonEC2,EBS:IO-Read,USW1-EBS:VolumeIOUsage,,09/16/13 04:00:00,09/16/13 05:00:00,0
AmazonEC2,RunInstances,USW1-BoxUsage:t1.micro,,09/16/13 04:00:00,09/16/13 05:00:00,3
AmazonEC2,RunInstances,USW1-DataTransfer-Out-Bytes,,09/16/13 05:00:00,09/16/13 06:00:00,912
AmazonEC2,RunInstances,USW1-DataTransfer-In-Bytes,,09/16/13 05:00:00,09/16/13 06:00:00,2444
AmazonEC2,CreateVolume,USW1-EBS:VolumeUsage,,09/16/13 05:00:00,09/16/13 06:00:00,90194313216
AmazonEC2,EBS:IO-Write,USW1-EBS:VolumeIOUsage,,09/16/13 05:00:00,09/16/13 06:00:00,52
AmazonEC2,EBS:IO-Read,USW1-EBS:VolumeIOUsage,,09/16/13 05:00:00,09/16/13 06:00:00,0
AmazonEC2,RunInstances,USW1-BoxUsage:t1.micro,,09/16/13 05:00:00,09/16/13 06:00:00,3
AmazonEC2,RunInstances,USW1-DataTransfer-Out-Bytes,,09/16/13 06:00:00,09/16/13 07:00:00,9419
AmazonEC2,RunInstances,USW1-DataTransfer-In-Bytes,,09/16/13 06:00:00,09/16/13 07:00:00,10476
AmazonEC2,CreateVolume,USW1-EBS:VolumeUsage,,09/16/13 06:00:00,09/16/13 07:00:00,90194313216
AmazonEC2,EBS:IO-Write,USW1-EBS:VolumeIOUsage,,09/16/13 06:00:00,09/16/13 07:00:00,6937
AmazonEC2,EBS:IO-Read,USW1-EBS:VolumeIOUsage,,09/16/13 06:00:00,09/16/13 07:00:00,0
AmazonEC2,RunInstances,USW1-BoxUsage:t1.micro,,09/16/13 06:00:00,09/16/13 07:00:00,3
AmazonEC2,RunInstances,USW1-DataTransfer-Out-Bytes,,09/16/13 07:00:00,09/16/13 08:00:00,1140
AmazonEC2,RunInstances,USW1-DataTransfer-In-Bytes,,09/16/13 07:00:00,09/16/13 08:00:00,2564
AmazonEC2,CreateVolume,USW1-EBS:VolumeUsage,,09/16/13 07:00:00,09/16/13 08:00:00,90194313216
AmazonEC2,EBS:IO-Write,USW1-EBS:VolumeIOUsage,,09/16/13 07:00:00,09/16/13 08:00:00,41
AmazonEC2,EBS:IO-Read,USW1-EBS:VolumeIOUsage,,09/16/13 07:00:00,09/16/13 08:00:00,0
AmazonEC2,RunInstances,USW1-BoxUsage:t1.micro,,09/16/13 07:00:00,09/16/13 08:00:00,3
AmazonEC2,RunInstances,USW1-DataTransfer-Out-Bytes,,09/16/13 08:00:00,09/16/13 09:00:00,1216
AmazonEC2,RunInstances,USW1-DataTransfer-In-Bytes,,09/16/13 08:00:00,09/16/13 09:00:00,3718
AmazonEC2,CreateVolume,USW1-EBS:VolumeUsage,,09/16/13 08:00:00,09/16/13 09:00:00,90194313216
AmazonEC2,EBS:IO-Write,USW1-EBS:VolumeIOUsage,,09/16/13 08:00:00,09/16/13 09:00:00,47
AmazonEC2,EBS:IO-Read,USW1-EBS:VolumeIOUsage,,09/16/13 08:00:00,09/16/13 09:00:00,0
AmazonEC2,RunInstances,USW1-BoxUsage:t1.micro,,09/16/13 08:00:00,09/16/13 09:00:00,3
AmazonEC2,RunInstances,USW1-DataTransfer-Out-Bytes,,09/16/13 09:00:00,09/16/13 10:00:00,912
AmazonEC2,RunInstances,USW1-DataTransfer-In-Bytes,,09/16/13 09:00:00,09/16/13 10:00:00,2890
AmazonEC2,CreateVolume,USW1-EBS:VolumeUsage,,09/16/13 09:00:00,09/16/13 10:00:00,90194313216
AmazonEC2,EBS:IO-Write,USW1-EBS:VolumeIOUsage,,09/16/13 09:00:00,09/16/13 10:00:00,40
AmazonEC2,EBS:IO-Read,USW1-EBS:VolumeIOUsage,,09/16/13 09:00:00,09/16/13 10:00:00,0
AmazonEC2,RunInstances,USW1-BoxUsage:t1.micro,,09/16/13 09:00:00,09/16/13 10:00:00,3
AmazonEC2,RunInstances,USW1-DataTransfer-Out-Bytes,,09/16/13 10:00:00,09/16/13 11:00:00,7617
AmazonEC2,RunInstances,USW1-DataTransfer-In-Bytes,,09/16/13 10:00:00,09/16/13 11:00:00,6822
AmazonEC2,CreateVolume,USW1-EBS:VolumeUsage,,09/16/13 10:00:00,09/16/13 11:00:00,90194313216
AmazonEC2,EBS:IO-Write,USW1-EBS:VolumeIOUsage,,09/16/13 10:00:00,09/16/13 11:00:00,55
AmazonEC2,EBS:IO-Read,USW1-EBS:VolumeIOUsage,,09/16/13 10:00:00,09/16/13 11:00:00,0
AmazonEC2,RunInstances,USW1-BoxUsage:t1.micro,,09/16/13 10:00:00,09/16/13 11:00:00,3
AmazonEC2,RunInstances,USW1-DataTransfer-Out-Bytes,,09/16/13 11:00:00,09/16/13 12:00:00,4898
AmazonEC2,RunInstances,USW1-DataTransfer-In-Bytes,,09/16/13 11:00:00,09/16/13 12:00:00,4764
AmazonEC2,CreateVolume,USW1-EBS:VolumeUsage,,09/16/13 11:00:00,09/16/13 12:00:00,90194313216
AmazonEC2,EBS:IO-Write,USW1-EBS:VolumeIOUsage,,09/16/13 11:00:00,09/16/13 12:00:00,40
AmazonEC2,EBS:IO-Read,USW1-EBS:VolumeIOUsage,,09/16/13 11:00:00,09/16/13 12:00:00,0
AmazonEC2,RunInstances,USW1-BoxUsage:t1.micro,,09/16/13 11:00:00,09/16/13 12:00:00,3
AmazonEC2,RunInstances,USW1-DataTransfer-Out-Bytes,,09/16/13 12:00:00,09/16/13 13:00:00,1236
AmazonEC2,RunInstances,USW1-DataTransfer-In-Bytes,,09/16/13 12:00:00,09/16/13 13:00:00,2392
AmazonEC2,CreateVolume,USW1-EBS:VolumeUsage,,09/16/13 12:00:00,09/16/13 13:00:00,90194313216
AmazonEC2,EBS:IO-Write,USW1-EBS:VolumeIOUsage,,09/16/13 12:00:00,09/16/13 13:00:00,45
AmazonEC2,EBS:IO-Read,USW1-EBS:VolumeIOUsage,,09/16/13 12:00:00,09/16/13 13:00:00,0
AmazonEC2,RunInstances,USW1-BoxUsage:t1.micro,,09/16/13 12:00:00,09/16/13 13:00:00,3
AmazonEC2,RunInstances,USW1-DataTransfer-Out-Bytes,,09/16/13 13:00:00,09/16/13 14:00:00,33531
AmazonEC2,RunInstances,USW1-DataTransfer-In-Bytes,,09/16/13 13:00:00,09/16/13 14:00:00,18044
AmazonEC2,CreateVolume,USW1-EBS:VolumeUsage,,09/16/13 13:00:00,09/16/13 14:00:00,90194313216
AmazonEC2,EBS:IO-Write,USW1-EBS:VolumeIOUsage,,09/16/13 13:00:00,09/16/13 14:00:00,65
AmazonEC2,EBS:IO-Read,USW1-EBS:VolumeIOUsage,,09/16/13 13:00:00,09/16/13 14:00:00,0
AmazonEC2,RunInstances,USW1-BoxUsage:t1.micro,,09/16/13 13:00:00,09/16/13 14:00:00,3
AmazonEC2,RunInstances,USW1-DataTransfer-Out-Bytes,,09/16/13 14:00:00,09/16/13 15:00:00,347913
AmazonEC2,RunInstances,USW1-DataTransfer-In-Bytes,,09/16/13 14:00:00,09/16/13 15:00:00,163549
AmazonEC2,CreateVolume,USW1-EBS:VolumeUsage,,09/16/13 14:00:00,09/16/13 15:00:00,90194313216
AmazonEC2,EBS:IO-Write,USW1-EBS:VolumeIOUsage,,09/16/13 14:00:00,09/16/13 15:00:00,262
AmazonEC2,EBS:IO-Read,USW1-EBS:VolumeIOUsage,,09/16/13 14:00:00,09/16/13 15:00:00,0
AmazonEC2,RunInstances,USW1-BoxUsage:t1.micro,,09/16/13 14:00:00,09/16/13 15:00:00,3
AmazonEC2,RunInstances,USW1-DataTransfer-Out-Bytes,,09/16/13 15:00:00,09/16/13 16:00:00,3907
AmazonEC2,RunInstances,USW1-DataTransfer-In-Bytes,,09/16/13 15:00:00,09/16/13 16:00:00,4652
AmazonEC2,CreateVolume,USW1-EBS:VolumeUsage,,09/16/13 15:00:00,09/16/13 16:00:00,90194313216
AmazonEC2,EBS:IO-Write,USW1-EBS:VolumeIOUsage,,09/16/13 15:00:00,09/16/13 16:00:00,38
AmazonEC2,EBS:IO-Read,USW1-EBS:VolumeIOUsage,,09/16/13 15:00:00,09/16/13 16:00:00,0
AmazonEC2,RunInstances,USW1-BoxUsage:t1.micro,,09/16/13 15:00:00,09/16/13 16:00:00,3
AmazonEC2,RunInstances,USW1-DataTransfer-Out-Bytes,,09/16/13 16:00:00,09/16/13 17:00:00,1008
AmazonEC2,RunInstances,USW1-DataTransfer-In-Bytes,,09/16/13 16:00:00,09/16/13 17:00:00,3708
AmazonEC2,CreateVolume,USW1-EBS:VolumeUsage,,09/16/13 16:00:00,09/16/13 17:00:00,90194313216
AmazonEC2,EBS:IO-Write,USW1-EBS:VolumeIOUsage,,09/16/13 16:00:00,09/16/13 17:00:00,41
AmazonEC2,EBS:IO-Read,USW1-EBS:VolumeIOUsage,,09/16/13 16:00:00,09/16/13 17:00:00,0
AmazonEC2,RunInstances,USW1-BoxUsage:t1.micro,,09/16/13 16:00:00,09/16/13 17:00:00,3
AmazonEC2,RunInstances,USW1-DataTransfer-Out-Bytes,,09/16/13 17:00:00,09/16/13 18:00:00,1212
AmazonEC2,RunInstances,USW1-DataTransfer-In-Bytes,,09/16/13 17:00:00,09/16/13 18:00:00,3037
AmazonEC2,CreateVolume,USW1-EBS:VolumeUsage,,09/16/13 17:00:00,09/16/13 18:00:00,90194313216
AmazonEC2,EBS:IO-Write,USW1-EBS:VolumeIOUsage,,09/16/13 17:00:00,09/16/13 18:00:00,43
AmazonEC2,EBS:IO-Read,USW1-EBS:VolumeIOUsage,,09/16/13 17:00:00,09/16/13 18:00:00,0
AmazonEC2,RunInstances,USW1-BoxUsage:t1.micro,,09/16/13 17:00:00,09/16/13 18:00:00,3
AmazonEC2,RunInstances,USW1-DataTransfer-Out-Bytes,,09/16/13 18:00:00,09/16/13 19:00:00,912
AmazonEC2,RunInstances,USW1-DataTransfer-In-Bytes,,09/16/13 18:00:00,09/16/13 19:00:00,2134
AmazonEC2,CreateVolume,USW1-EBS:VolumeUsage,,09/16/13 18:00:00,09/16/13 19:00:00,90194313216
AmazonEC2,EBS:IO-Write,USW1-EBS:VolumeIOUsage,,09/16/13 18:00:00,09/16/13 19:00:00,39
AmazonEC2,EBS:IO-Read,USW1-EBS:VolumeIOUsage,,09/16/13 18:00:00,09/16/13 19:00:00,0
AmazonEC2,RunInstances,USW1-BoxUsage:t1.micro,,09/16/13 18:00:00,09/16/13 19:00:00,3
AmazonEC2,RunInstances,USW1-DataTransfer-Out-Bytes,,09/16/13 19:00:00,09/16/13 20:00:00,1216
AmazonEC2,RunInstances,USW1-DataTransfer-In-Bytes,,09/16/13 19:00:00,09/16/13 20:00:00,2672
AmazonEC2,CreateVolume,USW1-EBS:VolumeUsage,,09/16/13 19:00:00,09/16/13 20:00:00,90194313216
AmazonEC2,EBS:IO-Write,USW1-EBS:VolumeIOUsage,,09/16/13 19:00:00,09/16/13 20:00:00,43
AmazonEC2,EBS:IO-Read,USW1-EBS:VolumeIOUsage,,09/16/13 19:00:00,09/16/13 20:00:00,0
AmazonEC2,RunInstances,USW1-BoxUsage:t1.micro,,09/16/13 19:00:00,09/16/13 20:00:00,3
AmazonEC2,RunInstances,USW1-DataTransfer-Out-Bytes,,09/16/13 20:00:00,09/16/13 21:00:00,884
AmazonEC2,RunInstances,USW1-DataTransfer-In-Bytes,,09/16/13 20:00:00,09/16/13 21:00:00,3120
AmazonEC2,CreateVolume,USW1-EBS:VolumeUsage,,09/16/13 20:00:00,09/16/13 21:00:00,90194313216
AmazonEC2,EBS:IO-Write,USW1-EBS:VolumeIOUsage,,09/16/13 20:00:00,09/16/13 21:00:00,46
AmazonEC2,EBS:IO-Read,USW1-EBS:VolumeIOUsage,,09/16/13 20:00:00,09/16/13 21:00:00,0
AmazonEC2,RunInstances,USW1-BoxUsage:t1.micro,,09/16/13 20:00:00,09/16/13 21:00:00,3
AmazonEC2,RunInstances,USW1-DataTransfer-Out-Bytes,,09/16/13 21:00:00,09/16/13 22:00:00,2663531
AmazonEC2,RunInstances,USW1-DataTransfer-In-Bytes,,09/16/13 21:00:00,09/16/13 22:00:00,1242134
AmazonEC2,CreateVolume,USW1-EBS:VolumeUsage,,09/16/13 21:00:00,09/16/13 22:00:00,90194313216
AmazonEC2,EBS:IO-Write,USW1-EBS:VolumeIOUsage,,09/16/13 21:00:00,09/16/13 22:00:00,601
AmazonEC2,EBS:IO-Read,USW1-EBS:VolumeIOUsage,,09/16/13 21:00:00,09/16/13 22:00:00,0
AmazonEC2,RunInstances,USW1-BoxUsage:t1.micro,,09/16/13 21:00:00,09/16/13 22:00:00,3
AmazonEC2,RunInstances,USW1-DataTransfer-Out-Bytes,,09/16/13 22:00:00,09/16/13 23:00:00,6855
AmazonEC2,RunInstances,USW1-DataTransfer-In-Bytes,,09/16/13 22:00:00,09/16/13 23:00:00,6370
AmazonEC2,CreateVolume,USW1-EBS:VolumeUsage,,09/16/13 22:00:00,09/16/13 23:00:00,90194313216
AmazonEC2,EBS:IO-Write,USW1-EBS:VolumeIOUsage,,09/16/13 22:00:00,09/16/13 23:00:00,45
AmazonEC2,EBS:IO-Read,USW1-EBS:VolumeIOUsage,,09/16/13 22:00:00,09/16/13 23:00:00,0
AmazonEC2,RunInstances,USW1-BoxUsage:t1.micro,,09/16/13 22:00:00,09/16/13 23:00:00,3
AmazonEC2,RunInstances,USW1-DataTransfer-Out-Bytes,,09/16/13 23:00:00,09/17/13 00:00:00,988
AmazonEC2,RunInstances,USW1-DataTransfer-In-Bytes,,09/16/13 23:00:00,09/17/13 00:00:00,3335
AmazonEC2,CreateVolume,USW1-EBS:VolumeUsage,,09/16/13 23:00:00,09/17/13 00:00:00,90194313216
AmazonEC2,EBS:IO-Write,USW1-EBS:VolumeIOUsage,,09/16/13 23:00:00,09/17/13 00:00:00,48
AmazonEC2,EBS:IO-Read,USW1-EBS:VolumeIOUsage,,09/16/13 23:00:00,09/17/13 00:00:00,0
AmazonEC2,RunInstances,USW1-BoxUsage:t1.micro,,09/16/13 23:00:00,09/17/13 00:00:00,3
AmazonEC2,RunInstances,USW1-DataTransfer-Out-Bytes,,09/17/13 00:00:00,09/17/13 01:00:00,1104
AmazonEC2,RunInstances,USW1-DataTransfer-In-Bytes,,09/17/13 00:00:00,09/17/13 01:00:00,3611
AmazonEC2,CreateVolume,USW1-EBS:VolumeUsage,,09/17/13 00:00:00,09/17/13 01:00:00,90194313216
AmazonEC2,PublicIP-In,USW1-DataTransfer-Regional-Bytes,,09/17/13 00:00:00,09/17/13 01:00:00,192
AmazonEC2,EBS:IO-Write,USW1-EBS:VolumeIOUsage,,09/17/13 00:00:00,09/17/13 01:00:00,46
AmazonEC2,EBS:IO-Read,USW1-EBS:VolumeIOUsage,,09/17/13 00:00:00,09/17/13 01:00:00,0
AmazonEC2,RunInstances,USW1-BoxUsage:t1.micro,,09/17/13 00:00:00,09/17/13 01:00:00,3
AmazonEC2,RunInstances,USW1-DataTransfer-Out-Bytes,,09/17/13 01:00:00,09/17/13 02:00:00,1008
AmazonEC2,RunInstances,USW1-DataTransfer-In-Bytes,,09/17/13 01:00:00,09/17/13 02:00:00,2307
AmazonEC2,CreateVolume,USW1-EBS:VolumeUsage,,09/17/13 01:00:00,09/17/13 02:00:00,90194313216
AmazonEC2,PublicIP-In,USW1-DataTransfer-Regional-Bytes,,09/17/13 01:00:00,09/17/13 02:00:00,192
AmazonEC2,EBS:IO-Write,USW1-EBS:VolumeIOUsage,,09/17/13 01:00:00,09/17/13 02:00:00,35
AmazonEC2,EBS:IO-Read,USW1-EBS:VolumeIOUsage,,09/17/13 01:00:00,09/17/13 02:00:00,0
AmazonEC2,RunInstances,USW1-BoxUsage:t1.micro,,09/17/13 01:00:00,09/17/13 02:00:00,3
AmazonEC2,RunInstances,USW1-DataTransfer-Out-Bytes,,09/17/13 02:00:00,09/17/13 03:00:00,13649
AmazonEC2,RunInstances,USW1-DataTransfer-In-Bytes,,09/17/13 02:00:00,09/17/13 03:00:00,8068
AmazonEC2,CreateVolume,USW1-EBS:VolumeUsage,,09/17/13 02:00:00,09/17/13 03:00:00,90194313216
AmazonEC2,EBS:IO-Write,USW1-EBS:VolumeIOUsage,,09/17/13 02:00:00,09/17/13 03:00:00,74
AmazonEC2,EBS:IO-Read,USW1-EBS:VolumeIOUsage,,09/17/13 02:00:00,09/17/13 03:00:00,0
AmazonEC2,RunInstances,USW1-BoxUsage:t1.micro,,09/17/13 02:00:00,09/17/13 03:00:00,3
AmazonEC2,RunInstances,USW1-DataTransfer-Out-Bytes,,09/17/13 03:00:00,09/17/13 04:00:00,35522
AmazonEC2,RunInstances,USW1-DataTransfer-In-Bytes,,09/17/13 03:00:00,09/17/13 04:00:00,17978
AmazonEC2,CreateVolume,USW1-EBS:VolumeUsage,,09/17/13 03:00:00,09/17/13 04:00:00,90194313216
AmazonEC2,EBS:IO-Write,USW1-EBS:VolumeIOUsage,,09/17/13 03:00:00,09/17/13 04:00:00,170
AmazonEC2,EBS:IO-Read,USW1-EBS:VolumeIOUsage,,09/17/13 03:00:00,09/17/13 04:00:00,0
AmazonEC2,RunInstances,USW1-BoxUsage:t1.micro,,09/17/13 03:00:00,09/17/13 04:00:00,3
AmazonEC2,RunInstances,USW1-DataTransfer-Out-Bytes,,09/17/13 04:00:00,09/17/13 05:00:00,2053936
AmazonEC2,RunInstances,USW1-DataTransfer-In-Bytes,,09/17/13 04:00:00,09/17/13 05:00:00,957172
AmazonEC2,CreateVolume,USW1-EBS:VolumeUsage,,09/17/13 04:00:00,09/17/13 05:00:00,90194313216
AmazonEC2,EBS:IO-Write,USW1-EBS:VolumeIOUsage,,09/17/13 04:00:00,09/17/13 05:00:00,675
AmazonEC2,EBS:IO-Read,USW1-EBS:VolumeIOUsage,,09/17/13 04:00:00,09/17/13 05:00:00,0
AmazonEC2,RunInstances,USW1-BoxUsage:t1.micro,,09/17/13 04:00:00,09/17/13 05:00:00,3
AmazonEC2,RunInstances,USW1-DataTransfer-Out-Bytes,,09/17/13 05:00:00,09/17/13 06:00:00,405007
AmazonEC2,RunInstances,USW1-DataTransfer-In-Bytes,,09/17/13 05:00:00,09/17/13 06:00:00,191366
AmazonEC2,CreateVolume,USW1-EBS:VolumeUsage,,09/17/13 05:00:00,09/17/13 06:00:00,90194313216
AmazonEC2,EBS:IO-Write,USW1-EBS:VolumeIOUsage,,09/17/13 05:00:00,09/17/13 06:00:00,110
AmazonEC2,EBS:IO-Read,USW1-EBS:VolumeIOUsage,,09/17/13 05:00:00,09/17/13 06:00:00,0
AmazonEC2,RunInstances,USW1-BoxUsage:t1.micro,,09/17/13 05:00:00,09/17/13 06:00:00,3
AmazonEC2,RunInstances,USW1-DataTransfer-Out-Bytes,,09/17/13 06:00:00,09/17/13 07:00:00,9392
AmazonEC2,RunInstances,USW1-DataTransfer-In-Bytes,,09/17/13 06:00:00,09/17/13 07:00:00,10446
AmazonEC2,CreateVolume,USW1-EBS:VolumeUsage,,09/17/13 06:00:00,09/17/13 07:00:00,90194313216
AmazonEC2,EBS:IO-Write,USW1-EBS:VolumeIOUsage,,09/17/13 06:00:00,09/17/13 07:00:00,6779
AmazonEC2,EBS:IO-Read,USW1-EBS:VolumeIOUsage,,09/17/13 06:00:00,09/17/13 07:00:00,18
AmazonEC2,RunInstances,USW1-BoxUsage:t1.micro,,09/17/13 06:00:00,09/17/13 07:00:00,3
AmazonEC2,RunInstances,USW1-DataTransfer-Out-Bytes,,09/17/13 07:00:00,09/17/13 08:00:00,912
AmazonEC2,RunInstances,USW1-DataTransfer-In-Bytes,,09/17/13 07:00:00,09/17/13 08:00:00,2148
AmazonEC2,CreateVolume,USW1-EBS:VolumeUsage,,09/17/13 07:00:00,09/17/13 08:00:00,90194313216
AmazonEC2,EBS:IO-Write,USW1-EBS:VolumeIOUsage,,09/17/13 07:00:00,09/17/13 08:00:00,40
