Service, Operation, UsageType, Resource, StartTime, EndTime, UsageValue
AmazonEC2,CreateVolume,USW1-EBS:VolumeUsage,,09/07/13 08:00:00,09/07/13 09:00:00,90194313216
AmazonEC2,RunInstances,USW1-DataTransfer-In-Bytes,,09/07/13 08:00:00,09/07/13 09:00:00,23554
AmazonEC2,RunInstances,USW1-DataTransfer-Out-Bytes,,09/07/13 08:00:00,09/07/13 09:00:00,45974
AmazonEC2,RunInstances,USW1-BoxUsage:t1.micro,,09/07/13 09:00:00,09/07/13 10:00:00,3
AmazonEC2,EBS:IO-Read,USW1-EBS:VolumeIOUsage,,09/07/13 09:00:00,09/07/13 10:00:00,0
AmazonEC2,EBS:IO-Write,USW1-EBS:VolumeIOUsage,,09/07/13 09:00:00,09/07/13 10:00:00,33
AmazonEC2,CreateVolume,USW1-EBS:VolumeUsage,,09/07/13 09:00:00,09/07/13 10:00:00,90194313216
AmazonEC2,RunInstances,USW1-DataTransfer-In-Bytes,,09/07/13 09:00:00,09/07/13 10:00:00,2310
AmazonEC2,RunInstances,USW1-DataTransfer-Out-Bytes,,09/07/13 09:00:00,09/07/13 10:00:00,1056
AmazonEC2,RunInstances,USW1-BoxUsage:t1.micro,,09/07/13 10:00:00,09/07/13 11:00:00,3
AmazonEC2,EBS:IO-Read,USW1-EBS:VolumeIOUsage,,09/07/13 10:00:00,09/07/13 11:00:00,0
AmazonEC2,EBS:IO-Write,USW1-EBS:VolumeIOUsage,,09/07/13 10:00:00,09/07/13 11:00:00,46
AmazonEC2,CreateVolume,USW1-EBS:VolumeUsage,,09/07/13 10:00:00,09/07/13 11:00:00,90194313216
AmazonEC2,RunInstances,USW1-DataTransfer-In-Bytes,,09/07/13 10:00:00,09/07/13 11:00:00,1492
AmazonEC2,RunInstances,USW1-DataTransfer-Out-Bytes,,09/07/13 10:00:00,09/07/13 11:00:00,1243
AmazonEC2,PublicIP-In,USW1-USE1-AWS-In-Bytes,,09/07/13 11:00:00,09/07/13 12:00:00,40
AmazonEC2,RunInstances,USW1-BoxUsage:t1.micro,,09/07/13 11:00:00,09/07/13 12:00:00,3
AmazonEC2,EBS:IO-Read,USW1-EBS:VolumeIOUsage,,09/07/13 11:00:00,09/07/13 12:00:00,0
AmazonEC2,EBS:IO-Write,USW1-EBS:VolumeIOUsage,,09/07/13 11:00:00,09/07/13 12:00:00,28
AmazonEC2,CreateVolume,USW1-EBS:VolumeUsage,,09/07/13 11:00:00,09/07/13 12:00:00,90194313216
AmazonEC2,RunInstances,USW1-DataTransfer-In-Bytes,,09/07/13 11:00:00,09/07/13 12:00:00,2396
AmazonEC2,RunInstances,USW1-DataTransfer-Out-Bytes,,09/07/13 11:00:00,09/07/13 12:00:00,2379
AmazonEC2,RunInstances,USW1-BoxUsage:t1.micro,,09/07/13 12:00:00,09/07/13 13:00:00,3
AmazonEC2,EBS:IO-Read,USW1-EBS:VolumeIOUsage,,09/07/13 12:00:00,09/07/13 13:00:00,0
AmazonEC2,EBS:IO-Write,USW1-EBS:VolumeIOUsage,,09/07/13 12:00:00,09/07/13 13:00:00,68
AmazonEC2,CreateVolume,USW1-EBS:VolumeUsage,,09/07/13 12:00:00,09/07/13 13:00:00,90194313216
AmazonEC2,RunInstances,USW1-DataTransfer-In-Bytes,,09/07/13 12:00:00,09/07/13 13:00:00,1698
AmazonEC2,RunInstances,USW1-DataTransfer-Out-Bytes,,09/07/13 12:00:00,09/07/13 13:00:00,912
AmazonEC2,RunInstances,USW1-BoxUsage:t1.micro,,09/07/13 13:00:00,09/07/13 14:00:00,3
AmazonEC2,EBS:IO-Read,USW1-EBS:VolumeIOUsage,,09/07/13 13:00:00,09/07/13 14:00:00,0
AmazonEC2,EBS:IO-Write,USW1-EBS:VolumeIOUsage,,09/07/13 13:00:00,09/07/13 14:00:00,29
AmazonEC2,CreateVolume,USW1-EBS:VolumeUsage,,09/07/13 13:00:00,09/07/13 14:00:00,90194313216
AmazonEC2,RunInstances,USW1-DataTransfer-In-Bytes,,09/07/13 13:00:00,09/07/13 14:00:00,3666
AmazonEC2,RunInstances,USW1-DataTransfer-Out-Bytes,,09/07/13 13:00:00,09/07/13 14:00:00,3533
AmazonEC2,RunInstances,USW1-BoxUsage:t1.micro,,09/07/13 14:00:00,09/07/13 15:00:00,3
AmazonEC2,EBS:IO-Read,USW1-EBS:VolumeIOUsage,,09/07/13 14:00:00,09/07/13 15:00:00,0
AmazonEC2,EBS:IO-Write,USW1-EBS:VolumeIOUsage,,09/07/13 14:00:00,09/07/13 15:00:00,54
AmazonEC2,CreateVolume,USW1-EBS:VolumeUsage,,09/07/13 14:00:00,09/07/13 15:00:00,90194313216
AmazonEC2,RunInstances,USW1-DataTransfer-In-Bytes,,09/07/13 14:00:00,09/07/13 15:00:00,3338
AmazonEC2,RunInstances,USW1-DataTransfer-Out-Bytes,,09/07/13 14:00:00,09/07/13 15:00:00,3826
AmazonEC2,PublicIP-In,USW1-USE1-AWS-In-Bytes,,09/07/13 15:00:00,09/07/13 16:00:00,60
AmazonEC2,RunInstances,USW1-BoxUsage:t1.micro,,09/07/13 15:00:00,09/07/13 16:00:00,3
AmazonEC2,EBS:IO-Read,USW1-EBS:VolumeIOUsage,,09/07/13 15:00:00,09/07/13 16:00:00,0
AmazonEC2,EBS:IO-Write,USW1-EBS:VolumeIOUsage,,09/07/13 15:00:00,09/07/13 16:00:00,272
AmazonEC2,CreateVolume,USW1-EBS:VolumeUsage,,09/07/13 15:00:00,09/07/13 16:00:00,90194313216
AmazonEC2,RunInstances,USW1-DataTransfer-In-Bytes,,09/07/13 15:00:00,09/07/13 16:00:00,63678
AmazonEC2,RunInstances,USW1-DataTransfer-Out-Bytes,,09/07/13 15:00:00,09/07/13 16:00:00,131608
AmazonEC2,RunInstances,USW1-BoxUsage:t1.micro,,09/07/13 16:00:00,09/07/13 17:00:00,3
AmazonEC2,EBS:IO-Read,USW1-EBS:VolumeIOUsage,,09/07/13 16:00:00,09/07/13 17:00:00,0
AmazonEC2,EBS:IO-Write,USW1-EBS:VolumeIOUsage,,09/07/13 16:00:00,09/07/13 17:00:00,1667
AmazonEC2,CreateVolume,USW1-EBS:VolumeUsage,,09/07/13 16:00:00,09/07/13 17:00:00,90194313216
AmazonEC2,RunInstances,USW1-DataTransfer-In-Bytes,,09/07/13 16:00:00,09/07/13 17:00:00,1839362
AmazonEC2,RunInstances,USW1-DataTransfer-Out-Bytes,,09/07/13 16:00:00,09/07/13 17:00:00,3937388
AmazonEC2,PublicIP-In,USW1-USE1-AWS-In-Bytes,,09/07/13 17:00:00,09/07/13 18:00:00,118
AmazonEC2,RunInstances,USW1-BoxUsage:t1.micro,,09/07/13 17:00:00,09/07/13 18:00:00,3
AmazonEC2,EBS:IO-Read,USW1-EBS:VolumeIOUsage,,09/07/13 17:00:00,09/07/13 18:00:00,0
AmazonEC2,EBS:IO-Write,USW1-EBS:VolumeIOUsage,,09/07/13 17:00:00,09/07/13 18:00:00,412
AmazonEC2,CreateVolume,USW1-EBS:VolumeUsage,,09/07/13 17:00:00,09/07/13 18:00:00,90194313216
AmazonEC2,RunInstances,USW1-DataTransfer-In-Bytes,,09/07/13 17:00:00,09/07/13 18:00:00,474146
AmazonEC2,RunInstances,USW1-DataTransfer-Out-Bytes,,09/07/13 17:00:00,09/07/13 18:00:00,1005505
AmazonEC2,PublicIP-In,USW1-USE1-AWS-In-Bytes,,09/07/13 18:00:00,09/07/13 19:00:00,40
AmazonEC2,RunInstances,USW1-BoxUsage:t1.micro,,09/07/13 18:00:00,09/07/13 19:00:00,3
AmazonEC2,EBS:IO-Read,USW1-EBS:VolumeIOUsage,,09/07/13 18:00:00,09/07/13 19:00:00,0
AmazonEC2,EBS:IO-Write,USW1-EBS:VolumeIOUsage,,09/07/13 18:00:00,09/07/13 19:00:00,99
AmazonEC2,CreateVolume,USW1-EBS:VolumeUsage,,09/07/13 18:00:00,09/07/13 19:00:00,90194313216
AmazonEC2,RunInstances,USW1-DataTransfer-In-Bytes,,09/07/13 18:00:00,09/07/13 19:00:00,19935
AmazonEC2,RunInstances,USW1-DataTransfer-Out-Bytes,,09/07/13 18:00:00,09/07/13 19:00:00,33159
AmazonEC2,RunInstances,USW1-BoxUsage:t1.micro,,09/07/13 19:00:00,09/07/13 20:00:00,3
AmazonEC2,EBS:IO-Read,USW1-EBS:VolumeIOUsage,,09/07/13 19:00:00,09/07/13 20:00:00,0
AmazonEC2,EBS:IO-Write,USW1-EBS:VolumeIOUsage,,09/07/13 19:00:00,09/07/13 20:00:00,52
AmazonEC2,CreateVolume,USW1-EBS:VolumeUsage,,09/07/13 19:00:00,09/07/13 20:00:00,90194313216
AmazonEC2,RunInstances,USW1-DataTransfer-In-Bytes,,09/07/13 19:00:00,09/07/13 20:00:00,8439
AmazonEC2,RunInstances,USW1-DataTransfer-Out-Bytes,,09/07/13 19:00:00,09/07/13 20:00:00,11080
AmazonEC2,RunInstances,USW1-BoxUsage:t1.micro,,09/07/13 20:00:00,09/07/13 21:00:00,3
AmazonEC2,EBS:IO-Read,USW1-EBS:VolumeIOUsage,,09/07/13 20:00:00,09/07/13 21:00:00,0
AmazonEC2,EBS:IO-Write,USW1-EBS:VolumeIOUsage,,09/07/13 20:00:00,09/07/13 21:00:00,53
AmazonEC2,CreateVolume,USW1-EBS:VolumeUsage,,09/07/13 20:00:00,09/07/13 21:00:00,90194313216
AmazonEC2,RunInstances,USW1-DataTransfer-In-Bytes,,09/07/13 20:00:00,09/07/13 21:00:00,2420
AmazonEC2,RunInstances,USW1-DataTransfer-Out-Bytes,,09/07/13 20:00:00,09/07/13 21:00:00,1084
AmazonEC2,RunInstances,USW1-BoxUsage:t1.micro,,09/07/13 21:00:00,09/07/13 22:00:00,3
AmazonEC2,EBS:IO-Read,USW1-EBS:VolumeIOUsage,,09/07/13 21:00:00,09/07/13 22:00:00,0
AmazonEC2,EBS:IO-Write,USW1-EBS:VolumeIOUsage,,09/07/13 21:00:00,09/07/13 22:00:00,139
AmazonEC2,CreateVolume,USW1-EBS:VolumeUsage,,09/07/13 21:00:00,09/07/13 22:00:00,90194313216
AmazonEC2,RunInstances,USW1-DataTransfer-In-Bytes,,09/07/13 21:00:00,09/07/13 22:00:00,8895
AmazonEC2,RunInstances,USW1-DataTransfer-Out-Bytes,,09/07/13 21:00:00,09/07/13 22:00:00,14546
AmazonEC2,RunInstances,USW1-BoxUsage:t1.micro,,09/07/13 22:00:00,09/07/13 23:00:00,3
AmazonEC2,EBS:IO-Read,USW1-EBS:VolumeIOUsage,,09/07/13 22:00:00,09/07/13 23:00:00,0
AmazonEC2,EBS:IO-Write,USW1-EBS:VolumeIOUsage,,09/07/13 22:00:00,09/07/13 23:00:00,30
AmazonEC2,CreateVolume,USW1-EBS:VolumeUsage,,09/07/13 22:00:00,09/07/13 23:00:00,90194313216
AmazonEC2,RunInstances,USW1-DataTransfer-In-Bytes,,09/07/13 22:00:00,09/07/13 23:00:00,90710
AmazonEC2,RunInstances,USW1-DataTransfer-Out-Bytes,,09/07/13 22:00:00,09/07/13 23:00:00,173827
AmazonEC2,RunInstances,USW1-DataTransfer-Out-Bytes,,09/07/13 23:00:00,09/08/13 00:00:00,38264
AmazonEC2,RunInstances,USW1-DataTransfer-In-Bytes,,09/07/13 23:00:00,09/08/13 00:00:00,19191
AmazonEC2,CreateVolume,USW1-EBS:VolumeUsage,,09/07/13 23:00:00,09/08/13 00:00:00,90194313216
AmazonEC2,EBS:IO-Write,USW1-EBS:VolumeIOUsage,,09/07/13 23:00:00,09/08/13 00:00:00,59
AmazonEC2,EBS:IO-Read,USW1-EBS:VolumeIOUsage,,09/07/13 23:00:00,09/08/13 00:00:00,0
AmazonEC2,RunInstances,USW1-BoxUsage:t1.micro,,09/07/13 23:00:00,09/08/13 00:00:00,3
AmazonEC2,RunInstances,USW1-DataTransfer-Out-Bytes,,09/08/13 00:00:00,09/08/13 01:00:00,1160
AmazonEC2,RunInstances,USW1-DataTransfer-In-Bytes,,09/08/13 00:00:00,09/08/13 01:00:00,3355
AmazonEC2,CreateVolume,USW1-EBS:VolumeUsage,,09/08/13 00:00:00,09/08/13 01:00:00,90194313216
AmazonEC2,PublicIP-In,USW1-DataTransfer-Regional-Bytes,,09/08/13 00:00:00,09/08/13 01:00:00,192
AmazonEC2,EBS:IO-Write,USW1-EBS:VolumeIOUsage,,09/08/13 00:00:00,09/08/13 01:00:00,26
AmazonEC2,EBS:IO-Read,USW1-EBS:VolumeIOUsage,,09/08/13 00:00:00,09/08/13 01:00:00,0
AmazonEC2,RunInstances,USW1-BoxUsage:t1.micro,,09/08/13 00:00:00,09/08/13 01:00:00,3
AmazonEC2,RunInstances,USW1-DataTransfer-Out-Bytes,,09/08/13 01:00:00,09/08/13 02:00:00,1036
AmazonEC2,RunInstances,USW1-DataTransfer-In-Bytes,,09/08/13 01:00:00,09/08/13 02:00:00,2324
AmazonEC2,CreateVolume,USW1-EBS:VolumeUsage,,09/08/13 01:00:00,09/08/13 02:00:00,90194313216
AmazonEC2,PublicIP-In,USW1-DataTransfer-Regional-Bytes,,09/08/13 01:00:00,09/08/13 02:00:00,192
AmazonEC2,EBS:IO-Write,USW1-EBS:VolumeIOUsage,,09/08/13 01:00:00,09/08/13 02:00:00,45
AmazonEC2,EBS:IO-Read,USW1-EBS:VolumeIOUsage,,09/08/13 01:00:00,09/08/13 02:00:00,0
AmazonEC2,RunInstances,USW1-BoxUsage:t1.micro,,09/08/13 01:00:00,09/08/13 02:00:00,3
AmazonEC2,RunInstances,USW1-DataTransfer-Out-Bytes,,09/08/13 02:00:00,09/08/13 03:00:00,103056
AmazonEC2,RunInstances,USW1-DataTransfer-In-Bytes,,09/08/13 02:00:00,09/08/13 03:00:00,53402
AmazonEC2,CreateVolume,USW1-EBS:VolumeUsage,,09/08/13 02:00:00,09/08/13 03:00:00,90194313216
AmazonEC2,EBS:IO-Write,USW1-EBS:VolumeIOUsage,,09/08/13 02:00:00,09/08/13 03:00:00,119
AmazonEC2,EBS:IO-Read,USW1-EBS:VolumeIOUsage,,09/08/13 02:00:00,09/08/13 03:00:00,0
AmazonEC2,RunInstances,USW1-BoxUsage:t1.micro,,09/08/13 02:00:00,09/08/13 03:00:00,3
AmazonEC2,RunInstances,USW1-DataTransfer-Out-Bytes,,09/08/13 03:00:00,09/08/13 04:00:00,960
AmazonEC2,RunInstances,USW1-DataTransfer-In-Bytes,,09/08/13 03:00:00,09/08/13 04:00:00,2276
AmazonEC2,CreateVolume,USW1-EBS:VolumeUsage,,09/08/13 03:00:00,09/08/13 04:00:00,90194313216
AmazonEC2,EBS:IO-Write,USW1-EBS:VolumeIOUsage,,09/08/13 03:00:00,09/08/13 04:00:00,150
AmazonEC2,EBS:IO-Read,USW1-EBS:VolumeIOUsage,,09/08/13 03:00:00,09/08/13 04:00:00,0
AmazonEC2,RunInstances,USW1-BoxUsage:t1.micro,,09/08/13 03:00:00,09/08/13 04:00:00,3
AmazonEC2,RunInstances,USW1-DataTransfer-Out-Bytes,,09/08/13 04:00:00,09/08/13 05:00:00,117678
AmazonEC2,RunInstances,USW1-DataTransfer-In-Bytes,,09/08/13 04:00:00,09/08/13 05:00:00,58567
AmazonEC2,CreateVolume,USW1-EBS:VolumeUsage,,09/08/13 04:00:00,09/08/13 05:00:00,90194313216
AmazonEC2,EBS:IO-Write,USW1-EBS:VolumeIOUsage,,09/08/13 04:00:00,09/08/13 05:00:00,41
AmazonEC2,EBS:IO-Read,USW1-EBS:VolumeIOUsage,,09/08/13 04:00:00,09/08/13 05:00:00,0
AmazonEC2,RunInstances,USW1-BoxUsage:t1.micro,,09/08/13 04:00:00,09/08/13 05:00:00,3
AmazonEC2,RunInstances,USW1-DataTransfer-Out-Bytes,,09/08/13 05:00:00,09/08/13 06:00:00,1748
AmazonEC2,RunInstances,USW1-DataTransfer-In-Bytes,,09/08/13 05:00:00,09/08/13 06:00:00,3644
AmazonEC2,CreateVolume,USW1-EBS:VolumeUsage,,09/08/13 05:00:00,09/08/13 06:00:00,90194313216
AmazonEC2,EBS:IO-Write,USW1-EBS:VolumeIOUsage,,09/08/13 05:00:00,09/08/13 06:00:00,51
AmazonEC2,EBS:IO-Read,USW1-EBS:VolumeIOUsage,,09/08/13 05:00:00,09/08/13 06:00:00,0
AmazonEC2,RunInstances,USW1-BoxUsage:t1.micro,,09/08/13 05:00:00,09/08/13 06:00:00,3
AmazonEC2,PublicIP-In,USW1-USE1-AWS-In-Bytes,,09/08/13 05:00:00,09/08/13 06:00:00,40
AmazonEC2,RunInstances,USW1-DataTransfer-Out-Bytes,,09/08/13 06:00:00,09/08/13 07:00:00,15372
AmazonEC2,RunInstances,USW1-DataTransfer-In-Bytes,,09/08/13 06:00:00,09/08/13 07:00:00,1020018
AmazonEC2,CreateVolume,USW1-EBS:VolumeUsage,,09/08/13 06:00:00,09/08/13 07:00:00,90194313216
AmazonEC2,EBS:IO-Write,USW1-EBS:VolumeIOUsage,,09/08/13 06:00:00,09/08/13 07:00:00,7975
AmazonEC2,EBS:IO-Read,USW1-EBS:VolumeIOUsage,,09/08/13 06:00:00,09/08/13 07:00:00,0
AmazonEC2,RunInstances,USW1-BoxUsage:t1.micro,,09/08/13 06:00:00,09/08/13 07:00:00,3
AmazonEC2,RunInstances,USW1-DataTransfer-Out-Bytes,,09/08/13 07:00:00,09/08/13 08:00:00,12188
AmazonEC2,RunInstances,USW1-DataTransfer-In-Bytes,,09/08/13 07:00:00,09/08/13 08:00:00,1013775
AmazonEC2,CreateVolume,USW1-EBS:VolumeUsage,,09/08/13 07:00:00,09/08/13 08:00:00,90194313216
AmazonEC2,EBS:IO-Write,USW1-EBS:VolumeIOUsage,,09/08/13 07:00:00,09/08/13 08:00:00,38
AmazonEC2,EBS:IO-Read,USW1-EBS:VolumeIOUsage,,09/08/13 07:00:00,09/08/13 08:00:00,0
AmazonEC2,RunInstances,USW1-BoxUsage:t1.micro,,09/08/13 07:00:00,09/08/13 08:00:00,3
AmazonEC2,RunInstances,USW1-DataTransfer-Out-Bytes,,09/08/13 08:00:00,09/08/13 09:00:00,15678
AmazonEC2,RunInstances,USW1-DataTransfer-In-Bytes,,09/08/13 08:00:00,09/08/13 09:00:00,7834
AmazonEC2,CreateVolume,USW1-EBS:VolumeUsage,,09/08/13 08:00:00,09/08/13 09:00:00,90194313216
AmazonEC2,EBS:IO-Write,USW1-EBS:VolumeIOUsage,,09/08/13 08:00:00,09/08/13 09:00:00,60
AmazonEC2,EBS:IO-Read,USW1-EBS:VolumeIOUsage,,09/08/13 08:00:00,09/08/13 09:00:00,0
AmazonEC2,RunInstances,USW1-BoxUsage:t1.micro,,09/08/13 08:00:00,09/08/13 09:00:00,3
AmazonEC2,RunInstances,USW1-DataTransfer-Out-Bytes,,09/08/13 09:00:00,09/08/13 10:00:00,1412
AmazonEC2,RunInstances,USW1-DataTransfer-In-Bytes,,09/08/13 09:00:00,09/08/13 10:00:00,1745
AmazonEC2,CreateVolume,USW1-EBS:VolumeUsage,,09/08/13 09:00:00,09/08/13 10:00:00,90194313216
AmazonEC2,EBS:IO-Write,USW1-EBS:VolumeIOUsage,,09/08/13 09:00:00,09/08/13 10:00:00,41
AmazonEC2,EBS:IO-Read,USW1-EBS:VolumeIOUsage,,09/08/13 09:00:00,09/08/13 10:00:00,0
AmazonEC2,RunInstances,USW1-BoxUsage:t1.micro,,09/08/13 09:00:00,09/08/13 10:00:00,3
AmazonEC2,RunInstances,USW1-DataTransfer-Out-Bytes,,09/08/13 10:00:00,09/08/13 11:00:00,1552
AmazonEC2,RunInstances,USW1-DataTransfer-In-Bytes,,09/08/13 10:00:00,09/08/13 11:00:00,2788
AmazonEC2,CreateVolume,USW1-EBS:VolumeUsage,,09/08/13 10:00:00,09/08/13 11:00:00,90194313216
AmazonEC2,EBS:IO-Write,USW1-EBS:VolumeIOUsage,,09/08/13 10:00:00,09/08/13 11:00:00,33
AmazonEC2,EBS:IO-Read,USW1-EBS:VolumeIOUsage,,09/08/13 10:00:00,09/08/13 11:00:00,0
AmazonEC2,RunInstances,USW1-BoxUsage:t1.micro,,09/08/13 10:00:00,09/08/13 11:00:00,3
AmazonEC2,RunInstances,USW1-DataTransfer-Out-Bytes,,09/08/13 11:00:00,09/08/13 12:00:00,1276
AmazonEC2,RunInstances,USW1-DataTransfer-In-Bytes,,09/08/13 11:00:00,09/08/13 12:00:00,2253
AmazonEC2,CreateVolume,USW1-EBS:VolumeUsage,,09/08/13 11:00:00,09/08/13 12:00:00,90194313216
AmazonEC2,EBS:IO-Write,USW1-EBS:VolumeIOUsage,,09/08/13 11:00:00,09/08/13 12:00:00,38
AmazonEC2,EBS:IO-Read,USW1-EBS:VolumeIOUsage,,09/08/13 11:00:00,09/08/13 12:00:00,0
AmazonEC2,RunInstances,USW1-BoxUsage:t1.micro,,09/08/13 11:00:00,09/08/13 12:00:00,3
AmazonEC2,RunInstances,USW1-DataTransfer-Out-Bytes,,09/08/13 12:00:00,09/08/13 13:00:00,932
AmazonEC2,RunInstances,USW1-DataTransfer-In-Bytes,,09/08/13 12:00:00,09/08/13 13:00:00,2194
AmazonEC2,CreateVolume,USW1-EBS:VolumeUsage,,09/08/13 12:00:00,09/08/13 13:00:00,90194313216
AmazonEC2,EBS:IO-Write,USW1-EBS:VolumeIOUsage,,09/08/13 12:00:00,09/08/13 13:00:00,27
AmazonEC2,EBS:IO-Read,USW1-EBS:VolumeIOUsage,,09/08/13 12:00:00,09/08/13 13:00:00,0
AmazonEC2,RunInstances,USW1-BoxUsage:t1.micro,,09/08/13 12:00:00,09/08/13 13:00:00,3
AmazonEC2,RunInstances,USW1-DataTransfer-Out-Bytes,,09/08/13 13:00:00,09/08/13 14:00:00,1292
AmazonEC2,RunInstances,USW1-DataTransfer-In-Bytes,,09/08/13 13:00:00,09/08/13 14:00:00,3498
AmazonEC2,CreateVolume,USW1-EBS:VolumeUsage,,09/08/13 13:00:00,09/08/13 14:00:00,90194313216
AmazonEC2,EBS:IO-Write,USW1-EBS:VolumeIOUsage,,09/08/13 13:00:00,09/08/13 14:00:00,33
AmazonEC2,EBS:IO-Read,USW1-EBS:VolumeIOUsage,,09/08/13 13:00:00,09/08/13 14:00:00,0
AmazonEC2,RunInstances,USW1-BoxUsage:t1.micro,,09/08/13 13:00:00,09/08/13 14:00:00,3
AmazonEC2,RunInstances,USW1-DataTransfer-Out-Bytes,,09/08/13 14:00:00,09/08/13 15:00:00,912
AmazonEC2,RunInstances,USW1-DataTransfer-In-Bytes,,09/08/13 14:00:00,09/08/13 15:00:00,2652
AmazonEC2,CreateVolume,USW1-EBS:VolumeUsage,,09/08/13 14:00:00,09/08/13 15:00:00,90194313216
AmazonEC2,EBS:IO-Write,USW1-EBS:VolumeIOUsage,,09/08/13 14:00:00,09/08/13 15:00:00,33
AmazonEC2,EBS:IO-Read,USW1-EBS:VolumeIOUsage,,09/08/13 14:00:00,09/08/13 15:00:00,0
AmazonEC2,RunInstances,USW1-BoxUsage:t1.micro,,09/08/13 14:00:00,09/08/13 15:00:00,3
AmazonEC2,RunInstances,USW1-DataTransfer-Out-Bytes,,09/08/13 15:00:00,09/08/13 16:00:00,1140
AmazonEC2,RunInstances,USW1-DataTransfer-In-Bytes,,09/08/13 15:00:00,09/08/13 16:00:00,3113
AmazonEC2,CreateVolume,USW1-EBS:VolumeUsage,,09/08/13 15:00:00,09/08/13 16:00:00,90194313216
AmazonEC2,EBS:IO-Write,USW1-EBS:VolumeIOUsage,,09/08/13 15:00:00,09/08/13 16:00:00,38
AmazonEC2,EBS:IO-Read,USW1-EBS:VolumeIOUsage,,09/08/13 15:00:00,09/08/13 16:00:00,0
AmazonEC2,RunInstances,USW1-BoxUsage:t1.micro,,09/08/13 15:00:00,09/08/13 16:00:00,3
AmazonEC2,RunInstances,USW1-DataTransfer-Out-Bytes,,09/08/13 16:00:00,09/08/13 17:00:00,7724
AmazonEC2,RunInstances,USW1-DataTransfer-In-Bytes,,09/08/13 16:00:00,09/08/13 17:00:00,5132
AmazonEC2,CreateVolume,USW1-EBS:VolumeUsage,,09/08/13 16:00:00,09/08/13 17:00:00,90194313216
AmazonEC2,EBS:IO-Write,USW1-EBS:VolumeIOUsage,,09/08/13 16:00:00,09/08/13 17:00:00,70
AmazonEC2,EBS:IO-Read,USW1-EBS:VolumeIOUsage,,09/08/13 16:00:00,09/08/13 17:00:00,0
AmazonEC2,RunInstances,USW1-BoxUsage:t1.micro,,09/08/13 16:00:00,09/08/13 17:00:00,3
AmazonEC2,RunInstances,USW1-DataTransfer-Out-Bytes,,09/08/13 17:00:00,09/08/13 18:00:00,3783
AmazonEC2,RunInstances,USW1-DataTransfer-In-Bytes,,09/08/13 17:00:00,09/08/13 18:00:00,3396
AmazonEC2,CreateVolume,USW1-EBS:VolumeUsage,,09/08/13 17:00:00,09/08/13 18:00:00,90194313216
AmazonEC2,EBS:IO-Write,USW1-EBS:VolumeIOUsage,,09/08/13 17:00:00,09/08/13 18:00:00,48
AmazonEC2,EBS:IO-Read,USW1-EBS:VolumeIOUsage,,09/08/13 17:00:00,09/08/13 18:00:00,0
AmazonEC2,RunInstances,USW1-BoxUsage:t1.micro,,09/08/13 17:00:00,09/08/13 18:00:00,3
AmazonEC2,RunInstances,USW1-DataTransfer-Out-Bytes,,09/08/13 18:00:00,09/08/13 19:00:00,412226
AmazonEC2,RunInstances,USW1-DataTransfer-In-Bytes,,09/08/13 18:00:00,09/08/13 19:00:00,201796
AmazonEC2,CreateVolume,USW1-EBS:VolumeUsage,,09/08/13 18:00:00,09/08/13 19:00:00,90194313216
AmazonEC2,EBS:IO-Write,USW1-EBS:VolumeIOUsage,,09/08/13 18:00:00,09/08/13 19:00:00,305
AmazonEC2,EBS:IO-Read,USW1-EBS:VolumeIOUsage,,09/08/13 18:00:00,09/08/13 19:00:00,0
AmazonEC2,RunInstances,USW1-BoxUsage:t1.micro,,09/08/13 18:00:00,09/08/13 19:00:00,3
AmazonEC2,RunInstances,USW1-DataTransfer-Out-Bytes,,09/08/13 19:00:00,09/08/13 20:00:00,1064
AmazonEC2,RunInstances,USW1-DataTransfer-In-Bytes,,09/08/13 19:00:00,09/08/13 20:00:00,2875
AmazonEC2,CreateVolume,USW1-EBS:VolumeUsage,,09/08/13 19:00:00,09/08/13 20:00:00,90194313216
AmazonEC2,EBS:IO-Write,USW1-EBS:VolumeIOUsage,,09/08/13 19:00:00,09/08/13 20:00:00,44
AmazonEC2,EBS:IO-Read,USW1-EBS:VolumeIOUsage,,09/08/13 19:00:00,09/08/13 20:00:00,0
AmazonEC2,RunInstances,USW1-BoxUsage:t1.micro,,09/08/13 19:00:00,09/08/13 20:00:00,3
AmazonEC2,RunInstances,USW1-DataTransfer-Out-Bytes,,09/08/13 20:00:00,09/08/13 21:00:00,1400
AmazonEC2,RunInstances,USW1-DataTransfer-In-Bytes,,09/08/13 20:00:00,09/08/13 21:00:00,1824
AmazonEC2,CreateVolume,USW1-EBS:VolumeUsage,,09/08/13 20:00:00,09/08/13 21:00:00,90194313216
AmazonEC2,EBS:IO-Write,USW1-EBS:VolumeIOUsage,,09/08/13 20:00:00,09/08/13 21:00:00,57
AmazonEC2,EBS:IO-Read,USW1-EBS:VolumeIOUsage,,09/08/13 20:00:00,09/08/13 21:00:00,0
AmazonEC2,RunInstances,USW1-BoxUsage:t1.micro,,09/08/13 20:00:00,09/08/13 21:00:00,3
AmazonEC2,RunInstances,USW1-DataTransfer-Out-Bytes,,09/08/13 21:00:00,09/08/13 22:00:00,1188
AmazonEC2,RunInstances,USW1-DataTransfer-In-Bytes,,09/08/13 21:00:00,09/08/13 22:00:00,2498
